timestamp,voltage_v,rssi_v,free_memory_bytes,actuators[0],actuators[1],actuators[2],actuators[3],actuators[4],actuators[5],actuators[6],actuators[7],servos[0],servos[1],servos[2],servos[3],servos[4],servos[5],servos[6],servos[7],raw_inputs[0],raw_inputs[1],raw_inputs[2],raw_inputs[3],raw_inputs[4],raw_inputs[5],raw_inputs[6],raw_inputs[7],raw_inputs[8],raw_inputs[9],raw_inputs[10],raw_inputs[11],raw_inputs[12],raw_inputs[13],raw_inputs[14],raw_inputs[15],raw_inputs[16],raw_inputs[17],status_outputs_armed,status_override,status_rc_ok,status_rc_ppm,status_rc_dsm,status_rc_sbus,status_fmu_ok,status_raw_pwm,status_mixer_ok,status_arm_sync,status_init_ok,status_failsafe,status_safety_off,status_fmu_initialized,status_rc_st24,status_rc_sumd,alarm_vbatt_low,alarm_temperature,alarm_servo_current,alarm_acc_current,alarm_fmu_lost,alarm_rc_lost,alarm_pwm_error,alarm_vservo_fault,arming_io_arm_ok,arming_fmu_armed,arming_fmu_prearmed,arming_manual_override_ok,arming_failsafe_custom,arming_inair_restart_ok,arming_always_pwm_enable,arming_rc_handling_disabled,arming_lockdown,arming_force_failsafe,arming_termination_failsafe,arming_override_immediate
88237060,5.051,1.6660001,1384,-8188,-8453,-7920,-7763,-8085,-8131,0,0,1217,1208,1227,1233,1221,1220,0,0,1497,1442,1191,1471,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
89245280,5.0820003,1.6930001,1384,-7800,-7864,-7700,-7702,-7749,-7817,0,0,1232,1230,1236,1236,1234,1231,0,0,1481,1433,1215,1478,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
90268532,5.017,1.4720001,1384,-8260,-8732,-7805,-7727,-8147,-8313,0,0,1215,1197,1232,1235,1219,1213,0,0,1485,1472,1188,1465,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
91291695,5.0080004,1.659,1384,-8119,-8180,-7837,-7680,-7847,-8013,0,0,1220,1218,1231,1236,1230,1224,0,0,1434,1480,1203,1452,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
92300241,5.044,1.475,1384,-8002,-8355,-7534,-7409,-7773,-7989,0,0,1224,1211,1242,1247,1233,1225,0,0,1452,1475,1208,1442,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
93320128,5.092,1.616,1384,-8055,-8411,-7594,-7471,-7836,-8046,0,0,1222,1209,1240,1244,1231,1223,0,0,1488,1472,1206,1429,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
94347192,5.056,1.4280001,1384,-8175,-8384,-7783,-7733,-7933,-8185,0,0,1218,1210,1233,1234,1227,1218,0,0,1472,1439,1196,1429,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
95374616,5.0660005,1.659,1384,-7921,-8447,-7647,-7650,-8051,-8046,0,0,1227,1208,1238,1238,1223,1223,0,0,1496,1425,1203,1423,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
96405348,5.039,1.5610001,1384,-7808,-7996,-7812,-7853,-7964,-7887,0,0,1232,1225,1232,1230,1226,1229,0,0,1573,1480,1207,1497,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
97414621,5.1210003,1.5710001,1384,-8616,-9061,-7888,-7606,-8170,-8500,0,0,1201,1185,1229,1239,1218,1206,0,0,1674,1450,1178,1462,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
98440302,5.024,1.552,1384,-7597,-7810,-7980,-8281,-8209,-7879,0,0,1240,1232,1225,1214,1217,1229,0,0,1628,1395,1202,1483,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
99458735,4.993,1.5330001,1384,-8117,-8322,-7887,-7946,-8056,-8210,0,0,1220,1212,1229,1226,1222,1217,0,0,1565,1388,1196,1489,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
100476308,5.09,1.6580001,1384,-8113,-8184,-7772,-7886,-7855,-8218,0,0,1220,1218,1233,1229,1230,1216,0,0,1549,1432,1199,1491,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
101493575,5.032,1.6520001,1384,-7807,-8379,-7630,-7609,-8061,-7927,0,0,1232,1210,1238,1239,1222,1227,0,0,1530,1423,1207,1495,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
102505262,5.1790004,1.6840001,1384,-8054,-8362,-7766,-7697,-7985,-8075,0,0,1222,1211,1233,1236,1225,1222,0,0,1555,1418,1200,1497,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
103529514,5.0290003,1.5760001,1384,-8019,-8288,-7715,-7682,-7910,-8061,0,0,1224,1214,1235,1236,1228,1222,0,0,1546,1424,1203,1497,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
104546670,5.0950003,1.6580001,1384,-7625,-7998,-7320,-7240,-7585,-7652,0,0,1239,1225,1250,1253,1240,1238,0,0,1557,1447,1230,1497,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
105564517,5.1400003,1.667,1384,-8164,-8377,-7940,-7975,-8108,-8242,0,0,1218,1210,1227,1225,1220,1215,0,0,1523,1498,1190,1497,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
106582970,5.039,1.6530001,1384,-7716,-8078,-7395,-7429,-7678,-7825,0,0,1235,1222,1247,1246,1237,1231,0,0,1497,1438,1221,1497,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
107601850,5.0660005,1.5610001,1384,-8293,-8453,-7939,-7923,-8057,-8319,0,0,1214,1208,1227,1227,1222,1213,0,0,1527,1396,1188,1498,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
108625400,5.184,1.6790001,1384,-8013,-8432,-7535,-7326,-7805,-7953,0,0,1224,1208,1242,1250,1232,1226,0,0,1534,1416,1210,1497,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
109638486,5.0410004,1.4720001,1384,-8079,-8447,-7493,-7215,-7707,-7949,0,0,1222,1208,1244,1254,1235,1226,0,0,1550,1427,1212,1497,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
110656687,5.032,1.659,1384,-8222,-8452,-7993,-8359,-8257,-8558,0,0,1216,1207,1225,1211,1215,1204,0,0,1533,1446,1178,1498,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
111673577,5.0150003,1.562,1384,-9400,-10000,-9400,-10000,-10000,-10000,0,0,1172,1150,1172,1150,1150,1150,0,0,1519,1492,1065,1065,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
112694829,5.063,1.672,1384,-9732,-9558,-9949,-10000,-9835,-9727,0,0,1160,1166,1151,1150,1156,1160,0,0,1496,1496,1065,1065,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
112847557,5.0820003,1.6560001,1384,0,0,0,0,0,0,0,0,900,900,900,900,900,900,0,0,1495,1496,1065,1065,1933,1933,1065,1153,1065,1057,1542,1542,1514,1514,1514,1514,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1
